vendor_a,item_number_a,description_a,price_a_usd,vendor_b,item_number_b,description_b,price_b_usd,item_match_score,match_method
Metabo,343458620,Handle cover left                       ,3.47,Ronix,8623,cordless leaf blower,21.66,59.5,description
Metabo,343458630,Handle right                            ,3.47,Ronix,2400,"3 Handle Electric Drill
1200W- 16mm",19.08,66.7,description
Metabo,343458640,Handle cover left                       ,3.47,Ronix,8623,cordless leaf blower,21.66,59.5,description
Metabo,343458810,Handle                                  ,4.0,Ronix,2400,"3 Handle Electric Drill
1200W- 16mm",19.08,100.0,description
Metabo,343458940,Handle rear                             ,119.44,Ronix,2400,"3 Handle Electric Drill
1200W- 16mm",19.08,70.6,description
Metabo,343459510,Intermediate flange                     ,1.01,Ronix,"3110 115mm Brazilian
plug",MiNi Angle Grinder,164.72,59.5,description
Metabo,343459620,Hedge trimmer blade (sleeve)            ,1.98,Ronix,8920,"Hedge Trimmer
20 V",64.77,83.9,description
Metabo,343459630,Chain and bar sleeve                    ,1.01,Ronix,8646,CHAIN SAW,60.03,71.4,description
Metabo,343459670,Handle                                  ,1.5,Ronix,2400,"3 Handle Electric Drill
1200W- 16mm",19.08,100.0,description
Metabo,343459680,charge cap                              ,1.26,Ronix,8689BS,20V 2.0A Charger,90.34,61.5,description
Metabo,343459730,Sealing washer                          ,0.48,Ronix,8930,High-Pressure Washer,60.61,60.0,description
Metabo,343460050,Chain guard                             ,4.0,Ronix,8646,CHAIN SAW,60.03,71.4,description
Metabo,343460060,F3D00 Battery Cover cpl.                ,4.46,Ronix,8990-40V,40V 2.0Ah Battery,130.36,58.3,description
Metabo,343460090,Press button                            ,0.48,Ronix,2603,"Electric Drill Press
13mm",21.85,58.8,description
Metabo,343460600,Protective strap                        ,0.44,Ronix,7516,Electric Stapler,123.07,56.2,description
Metabo,343460770,Housing lower                           ,2.51,Ronix,1209BS,Air Blower,69.94,60.9,description
Metabo,343460790,Brush cover                             ,0.44,Ronix,4553,Gasoline Brush Cutter,24.7,62.5,description
Metabo,343460970,LED compl.                              ,11.98,Ronix,9010,"PLATE
COMPACTOR",183.94,56.0,description
Metabo,343461120,Push stick                              ,1.5,Ronix,4446,"Petrol Lawn Mower
Hand Push",22.68,57.1,description
Metabo,343461190,dummy plug                              ,4.46,Ronix,8993BS-40V,"21V 4.5A Fast
Charger BS Plug",,57.1,description
Metabo,343461260,Cable clip                              ,0.44,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,66.7,description
Metabo,343461280,Brush cover                             ,0.48,Ronix,4553,Gasoline Brush Cutter,24.7,62.5,description
Metabo,343461290,Brush holder                            ,1.5,Ronix,4553,Gasoline Brush Cutter,24.7,58.8,description
Metabo,343461330,Dust cover                              ,1.5,Ronix,8540,"Cordless Wall
Drilling Dust
Collector",,57.1,description
Metabo,343461340,Sealing washer                          ,0.44,Ronix,8930,High-Pressure Washer,60.61,60.0,description
Metabo,343461630,Battery housing                         ,4.0,Ronix,8690,"20V 2.0Ah battery
pack",77.66,63.6,description
Metabo,343461650,DUST COLLECTION                         ,2.99,Ronix,5601,"Dust-Collection Table
Saw
216 mm",64.08,55.3,description
Metabo,343461780,Chain guard                             ,0.48,Ronix,8646,CHAIN SAW,60.03,71.4,description
Metabo,343462560,left cover                              ,1.01,Ronix,4090,Pet Cleaner,20.03,57.1,description
Metabo,343462950,"Front Cover , Brushless logo Insert     ",6.93,Ronix,8905K,"Brushless drill
20 V",103.44,62.1,description
Metabo,343463060,CABLE CLAMP                             ,0.48,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,62.5,description
Metabo,343463090,charger PSU 230V                        ,27.47,Ronix,8693,20V 4.0Afast charger,55.84,72.2,description
Metabo,343463100,charger PSU 110V                        ,27.47,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,85.7,description
Metabo,343463460,Press button                            ,0.48,Ronix,2603,"Electric Drill Press
13mm",21.85,58.8,description
Metabo,343463510,Tacho disc                              ,0.48,Ronix,6315,"Belt & Disc Sander
Sander 350W",42.17,57.1,description
Metabo,343463610,Pump lock plate                         ,0.48,Ronix,9010,"PLATE
COMPACTOR",183.94,60.0,description
Metabo,343463860,Connector                               ,0.77,Ronix,9030,"CONCRETE
CUTTER",107.46,58.3,description
Metabo,343465420,handle R+L                              ,4.46,Ronix,2400,"3 Handle Electric Drill
1200W- 16mm",19.08,75.0,description
Metabo,343465720,Plug                                    ,1.01,Ronix,8993BS-40V,"21V 4.5A Fast
Charger BS Plug",,100.0,description
Metabo,343465730,air filter                              ,0.77,Ronix,1209BS,Air Blower,69.94,70.0,description
Metabo,343465800,Face plate                              ,1.98,Ronix,9010,"PLATE
COMPACTOR",183.94,66.7,description
Metabo,343465950,Handle                                  ,4.97,Ronix,2400,"3 Handle Electric Drill
1200W- 16mm",19.08,100.0,description
Metabo,343465980,itermediate flange                      ,1.01,Ronix,"3110 115mm Brazilian
plug",MiNi Angle Grinder,164.72,55.6,description
Metabo,343466040,Brush cover                             ,0.48,Ronix,4553,Gasoline Brush Cutter,24.7,62.5,description
Metabo,343466050,Housing lower                           ,1.5,Ronix,1209BS,Air Blower,69.94,60.9,description
Metabo,344000160,Washer                                  ,0.44,Ronix,8930,High-Pressure Washer,60.61,100.0,description
Metabo,344000320,Washer                                  ,0.44,Ronix,8930,High-Pressure Washer,60.61,100.0,description
Metabo,344070660,Felt seal                               ,0.44,Ronix,7516,Electric Stapler,123.07,56.0,description
Metabo,344070670,Felt seal                               ,0.44,Ronix,7516,Electric Stapler,123.07,56.0,description
Metabo,344070680,Felt seal                               ,0.77,Ronix,7516,Electric Stapler,123.07,56.0,description
Metabo,344070690,Felt seal                               ,0.48,Ronix,7516,Electric Stapler,123.07,56.0,description
Metabo,344070790,LAMMFELLHAFTPOLIERSCHEIBE 160MM         ,8.01,Ronix,6110v,"Electric polisher
180mm",,55.6,description
Metabo,344070860,Seal felt                               ,0.44,Ronix,7516,Electric Stapler,123.07,56.0,description
Metabo,344070880,Felt seal                               ,0.44,Ronix,7516,Electric Stapler,123.07,56.0,description
Metabo,344071020,Felt seal                               ,0.44,Ronix,7516,Electric Stapler,123.07,56.0,description
Metabo,344071030,Felt seal                               ,0.44,Ronix,7516,Electric Stapler,123.07,56.0,description
Metabo,344071040,Felt seal                               ,0.44,Ronix,7516,Electric Stapler,123.07,56.0,description
Metabo,344071060,Felt seal                               ,0.44,Ronix,7516,Electric Stapler,123.07,56.0,description
Metabo,344071120,Felt seal                               ,0.48,Ronix,7516,Electric Stapler,123.07,56.0,description
Metabo,344071130,Felt washer                             ,0.44,Ronix,8930,High-Pressure Washer,60.61,70.6,description
Metabo,344071290,Felt seal                               ,0.44,Ronix,7516,Electric Stapler,123.07,56.0,description
Metabo,344071300,Felt seal                               ,0.44,Ronix,7516,Electric Stapler,123.07,56.0,description
Metabo,344080640,Brush compl.                            ,8.97,Ronix,4553,Gasoline Brush Cutter,24.7,58.8,description
Metabo,344080700,Brush                                   ,2.99,Ronix,4553,Gasoline Brush Cutter,24.7,100.0,description
Metabo,344080710,Brush                                   ,5.97,Ronix,4553,Gasoline Brush Cutter,24.7,100.0,description
Metabo,344080720,brush ring                              ,5.97,Ronix,4553,Gasoline Brush Cutter,24.7,66.7,description
Metabo,344080740,Brush short                             ,15.95,Ronix,3301,"Long- Short Neck Die
Grinder
6 mm",30.45,62.5,description
Metabo,344080750,Brush long                              ,17.99,Ronix,4553,Gasoline Brush Cutter,24.7,66.7,description
Metabo,344081750,BRUSH STRIP cpl.                        ,1.01,Ronix,4555,Gasoline Brush Cutte,37.48,55.6,description
Metabo,344091480,Felt stopper                            ,0.44,Ronix,7516,Electric Stapler,123.07,64.3,description
Metabo,344092190,Sealing plate                           ,0.48,Ronix,9010,"PLATE
COMPACTOR",183.94,55.6,description
Metabo,344092650,Sealing plate                           ,0.77,Ronix,9010,"PLATE
COMPACTOR",183.94,55.6,description
Metabo,344093000,Cable sleeve                            ,1.26,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,58.8,description
Metabo,344093960,Impact plate                            ,1.98,Ronix,9010,"PLATE
COMPACTOR",183.94,81.5,description
Metabo,344094550,Cable sleeve                            ,0.77,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,58.8,description
Metabo,344094560,Brake ring                              ,2.51,Ronix,9001,Tamping Rammer,53.37,58.3,description
Metabo,344095060,Brake ring                              ,2.51,Ronix,9001,Tamping Rammer,53.37,58.3,description
Metabo,344095180,Brake ring                              ,3.47,Ronix,9001,Tamping Rammer,53.37,58.3,description
Metabo,344096140,Cable sleeve                            ,0.48,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,58.8,description
Metabo,344096320,Vacuum hose                             ,0.77,Ronix,1211,Vacuum Blower,86.16,75.0,description
Metabo,344096370,Pressure plate                          ,0.44,Ronix,8574,Air compressor,,57.1,description
Metabo,344097180,Spacer ring                             ,0.77,Ronix,4121,Jig Saw,18.36,55.6,description
Metabo,344097360,Cable sleeve                            ,0.44,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,58.8,description
Metabo,344097420,Felt seal                               ,0.44,Ronix,7516,Electric Stapler,123.07,56.0,description
Metabo,344097450,Brake ring                              ,1.75,Ronix,9001,Tamping Rammer,53.37,58.3,description
Metabo,344097470,cord protector                          ,0.44,Ronix,8106K,Cordless Polisher,,58.1,description
Metabo,344097490,seal ring                               ,1.01,Ronix,4121,Jig Saw,18.36,62.5,description
Metabo,344097650,Brake ring                              ,0.48,Ronix,9001,Tamping Rammer,53.37,58.3,description
Metabo,344097790,Brake ring                              ,1.75,Ronix,9001,Tamping Rammer,53.37,58.3,description
Metabo,344097820,Brake ring                              ,1.75,Ronix,9001,Tamping Rammer,53.37,58.3,description
Metabo,344097860,Cable sleeve                            ,0.44,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,58.8,description
Metabo,344097910,Anti-slip coating                       ,1.01,Ronix,8631,Tile Tiling Machine,54.38,55.6,description
Metabo,344098010,Cable sleeve                            ,1.5,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,58.8,description
Metabo,344098060,Felt seal                               ,0.44,Ronix,7516,Electric Stapler,123.07,56.0,description
Metabo,344098070,Dust seal                               ,3.47,Ronix,8540,"Cordless Wall
Drilling Dust
Collector",,61.5,description
Metabo,344098210,Cable sleeve                            ,1.26,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,58.8,description
Metabo,344098330,Cable sleeve                            ,0.44,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,58.8,description
Metabo,344098390,Cable sleeve                            ,0.44,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,58.8,description
Metabo,344098420,Cable sleeve                            ,1.98,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,58.8,description
Metabo,344098630,Cable sleeve                            ,4.0,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,58.8,description
Metabo,344098770,Plug                                    ,2.99,Ronix,8993BS-40V,"21V 4.5A Fast
Charger BS Plug",,100.0,description
Metabo,344098860,Cable sleeve                            ,1.01,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,58.8,description
Metabo,344098950,Cable sleeve                            ,0.77,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,58.8,description
Metabo,344098980,Filter set                              ,8.01,Ronix,4090,Pet Cleaner,20.03,57.1,description
Metabo,344099050,Pressure plate compl.                   ,4.46,Ronix,9010,"PLATE
COMPACTOR",183.94,61.1,description
Metabo,344099150,Handle                                  ,2.51,Ronix,2400,"3 Handle Electric Drill
1200W- 16mm",19.08,100.0,description
Metabo,344099280,Cable sleeve                            ,0.77,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,58.8,description
Metabo,344099330,Clamping band                           ,2.99,Ronix,9001,Tamping Rammer,53.37,59.3,description
Metabo,344099380,Cable sleeve                            ,0.44,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,58.8,description
Metabo,344099470,ROTOR VANE                              ,0.77,Ronix,9010,"PLATE
COMPACTOR",183.94,56.0,description
Metabo,344099480,ROTOR VANE                              ,2.51,Ronix,9010,"PLATE
COMPACTOR",183.94,56.0,description
Metabo,344099490,ROTOR VANE                              ,2.51,Ronix,9010,"PLATE
COMPACTOR",183.94,56.0,description
Metabo,344099540,Cable sleeve                            ,0.44,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,58.8,description
Metabo,344099550,Handle neutral                          ,2.51,Ronix,2400,"3 Handle Electric Drill
1200W- 16mm",19.08,60.0,description
Metabo,344099560,ROTOR VANE                              ,1.75,Ronix,9010,"PLATE
COMPACTOR",183.94,56.0,description
Metabo,344099720,Vacuum hose                             ,19.96,Ronix,1211,Vacuum Blower,86.16,75.0,description
Metabo,344099780,Gasket lower                            ,8.97,Ronix,1209BS,Air Blower,69.94,63.6,description
Metabo,344099810,Brake ring                              ,1.75,Ronix,9001,Tamping Rammer,53.37,58.3,description
Metabo,344099820,Washer                                  ,0.44,Ronix,8930,High-Pressure Washer,60.61,100.0,description
Metabo,344099850,Cable sleeve                            ,0.44,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,58.8,description
Metabo,344099940,"Cover, outer                            ",1.01,Ronix,9030,"CONCRETE
CUTTER",107.46,59.3,description
Metabo,344100210,Cable sleeve                            ,0.77,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,58.8,description
Metabo,344100330,Cable sleeve                            ,1.98,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,58.8,description
Metabo,344100590,Cable sleeve                            ,0.77,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,58.8,description
Metabo,344100640,Cable sleeve                            ,0.77,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,58.8,description
Metabo,344100970,Cable sleeve                            ,0.48,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,58.8,description
Metabo,344101040,Cable sleeve                            ,1.5,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,58.8,description
Metabo,344101080,Cable sleeve                            ,0.44,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,58.8,description
Metabo,344101140,Cable sleeve                            ,0.77,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,58.8,description
Metabo,344101160,Cable sleeve                            ,0.77,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,58.8,description
Metabo,344101220,Cable sleeve                            ,0.48,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,58.8,description
Metabo,344101410,Dust bag                                ,4.46,Ronix,8540,"Cordless Wall
Drilling Dust
Collector",,66.7,description
Metabo,344101420,ROTOR VANE                              ,2.51,Ronix,9010,"PLATE
COMPACTOR",183.94,56.0,description
Metabo,344101430,ROTOR VANE                              ,2.51,Ronix,9010,"PLATE
COMPACTOR",183.94,56.0,description
Metabo,344101440,ROTOR VANE                              ,24.97,Ronix,9010,"PLATE
COMPACTOR",183.94,56.0,description
Metabo,344101470,ROTOR VANE                              ,1.26,Ronix,9010,"PLATE
COMPACTOR",183.94,56.0,description
Metabo,344101540,ROTOR VANE                              ,4.0,Ronix,9010,"PLATE
COMPACTOR",183.94,56.0,description
Metabo,344101550,ROTOR VANE                              ,8.01,Ronix,9010,"PLATE
COMPACTOR",183.94,56.0,description
Metabo,344101930,bandsaw bandage                         ,2.99,Ronix,5720,Band Saw 200mm,31.32,55.2,description
Metabo,344102060,Dust bag                                ,4.46,Ronix,8540,"Cordless Wall
Drilling Dust
Collector",,66.7,description
Metabo,344102110,Brake ring                              ,1.01,Ronix,9001,Tamping Rammer,53.37,58.3,description
Metabo,344102120,Brake ring                              ,1.26,Ronix,9001,Tamping Rammer,53.37,58.3,description
Metabo,344102180,Cable sleeve                            ,0.44,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,58.8,description
Metabo,344102200,Dust bag                                ,2.51,Ronix,8540,"Cordless Wall
Drilling Dust
Collector",,66.7,description
Metabo,344102730,Suction nozzle 120 mm                   ,1.5,Ronix,3102,"Angle Grinder
125 mm",117.1,58.5,description
Metabo,344102740,Crevice nozzle 200 mm neutral           ,1.75,Ronix,5603,"Electric Table Saw
250 mm",64.96,55.6,description
Metabo,344102770,Sealing plate                           ,2.99,Ronix,9010,"PLATE
COMPACTOR",183.94,55.6,description
Metabo,344102940,Cable sleeve                            ,0.44,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,58.8,description
Metabo,344102950,brake ring                              ,2.51,Ronix,9001,Tamping Rammer,53.37,58.3,description
Metabo,344103020,Cord sleeve                             ,0.44,Ronix,8590,Cordless screwdriver,,58.1,description
Metabo,344103050,PARTITION PANE                          ,0.77,Ronix,4805,Gasoline Multifunction,28.48,55.6,description
Metabo,344104000,Cable sleeve                            ,0.44,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,58.8,description
Metabo,344104210,Noise suppressor                        ,0.77,Ronix,8574,Air compressor,,60.0,description
Metabo,344104260,Rubber Sheath                           ,1.5,Ronix,8617,Heat Gun,14.12,57.1,description
Metabo,344104420,Cord sleeve                             ,0.44,Ronix,8590,Cordless screwdriver,,58.1,description
Metabo,344104460,SEAL PACKING                            ,1.01,Ronix,8646,CHAIN SAW,60.03,57.1,description
Metabo,344104470,Cord sleeve                             ,0.48,Ronix,8590,Cordless screwdriver,,58.1,description
Metabo,344112650,CHIP GUIDE                              ,0.77,Ronix,3303v,Die Grinder,44.88,57.1,description
Metabo,344112700,Cable sleeve                            ,0.48,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,58.8,description
Metabo,344112880,Cable sleeve                            ,0.44,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,58.8,description
Metabo,344112890,Cable sleeve                            ,0.44,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,58.8,description
Metabo,344112900,Cable sleeve                            ,0.44,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,58.8,description
Metabo,344112910,Cable                                   ,4.97,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,100.0,description
Metabo,344112920,Cable compl.                            ,3.47,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,58.8,description
Metabo,344113130,Cable sleeve                            ,0.44,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,58.8,description
Metabo,344113270,Cable sleeve                            ,1.75,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,58.8,description
Metabo,344113320,Cable sleeve                            ,0.44,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,58.8,description
Metabo,344113350,Cable sleeve                            ,0.44,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,58.8,description
Metabo,344113370,Cable with plug                         ,0.77,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,80.0,description
Metabo,344113380,Cable with plug                         ,0.48,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,80.0,description
Metabo,344113390,Brush Cover                             ,1.5,Ronix,4553,Gasoline Brush Cutter,24.7,62.5,description
Metabo,344113420,Middle cover                            ,1.5,Ronix,5620,Tile Cutter,44.13,60.9,description
Metabo,344113610,CHIP GUIDE                              ,1.75,Ronix,3303v,Die Grinder,44.88,57.1,description
Metabo,344113630,Brake ring                              ,4.97,Ronix,9001,Tamping Rammer,53.37,58.3,description
Metabo,344113730,Dust bag                                ,4.0,Ronix,8540,"Cordless Wall
Drilling Dust
Collector",,66.7,description
Metabo,344113800,CHIP GUIDE                              ,0.77,Ronix,3303v,Die Grinder,44.88,57.1,description
Metabo,344113960,Dust seal                               ,0.44,Ronix,8540,"Cordless Wall
Drilling Dust
Collector",,61.5,description
Metabo,344114040,ROTOR VANE                              ,4.0,Ronix,9010,"PLATE
COMPACTOR",183.94,56.0,description
Metabo,344114050,Cord armor                              ,0.44,Ronix,8611,Cordless Air Blower,19.73,62.1,description
Metabo,344114090,Dust seal                               ,0.48,Ronix,8540,"Cordless Wall
Drilling Dust
Collector",,61.5,description
Metabo,344114120,Cable sleeve                            ,1.5,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,58.8,description
Metabo,344114130,Cable sleeve                            ,0.44,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,58.8,description
Metabo,344114250,Dust seal                               ,0.44,Ronix,8540,"Cordless Wall
Drilling Dust
Collector",,61.5,description
Metabo,344114400,Dust seal                               ,0.44,Ronix,8540,"Cordless Wall
Drilling Dust
Collector",,61.5,description
Metabo,344114510,CHIP GUIDE                              ,1.01,Ronix,3303v,Die Grinder,44.88,57.1,description
Metabo,344114530,Cable sleeve                            ,0.44,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,58.8,description
Metabo,344114590,Cable sleeve                            ,0.44,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,58.8,description
Metabo,344114680,Cord sleeve                             ,0.44,Ronix,8590,Cordless screwdriver,,58.1,description
Metabo,344115140,Protecting cap                          ,1.01,Ronix,8305,Reciprocating Saw,6.73,58.1,description
Metabo,344115250,inlet Plug                              ,1.5,Ronix,8993BS-40V,"21V 4.5A Fast
Charger BS Plug",,57.1,description
Metabo,344115320,SEAL PACKING                            ,1.26,Ronix,8646,CHAIN SAW,60.03,57.1,description
Metabo,344131190,Oil                                     ,37.62,Ronix,2815L,"1900W Oil Demolition
Hammer",50.36,100.0,description
Metabo,344144760,Circular saw-blade                      ,9.97,Ronix,4312,Circular Saw 710W,39.98,68.6,description
Metabo,344147740,Lower blade                             ,9.97,Ronix,1209BS,Air Blower,69.94,66.7,description
Metabo,344147750,Lower blade                             ,9.97,Ronix,1209BS,Air Blower,69.94,66.7,description
Metabo,344147760,Lower blade                             ,13.99,Ronix,1209BS,Air Blower,69.94,66.7,description
Metabo,344160220,Connecting piece                        ,11.98,Ronix,5836,Cold Cutting Machine,24.57,55.6,description
Metabo,344162540,Pick w. handle                          ,1.01,Ronix,2400,"3 Handle Electric Drill
1200W- 16mm",19.08,60.0,description
Metabo,344162720,Insert holder                           ,9.97,Ronix,3303v,Die Grinder,44.88,58.3,description
Metabo,344163110,sleeve wrench                           ,1.26,Ronix,8672,"Brushless cordless
impact wrench
350N.m 1/2 INCH",85.53,63.2,description
Metabo,344163120,flat wrench                             ,0.44,Ronix,8672,"Brushless cordless
impact wrench
350N.m 1/2 INCH",85.53,70.6,description
Metabo,344163130,hexagon wrench                          ,0.44,Ronix,8672,"Brushless cordless
impact wrench
350N.m 1/2 INCH",85.53,60.0,description
Metabo,344163870,"jig saw blade 51mm / 2,0                ",0.77,Ronix,4121,Jig Saw,18.36,100.0,description
Metabo,344163940,Saw blade                               ,5.97,Ronix,5720,Band Saw 200mm,31.32,60.9,description
Metabo,344164110,"Screwdriver,TX15                        ",4.46,Ronix,8590,Cordless screwdriver,,61.1,description
Metabo,344164390,Saw blade                               ,6.93,Ronix,5720,Band Saw 200mm,31.32,60.9,description
Metabo,344164440,Diamond cutting disc Hikoki             ,11.98,Ronix,5836,Cold Cutting Machine,24.57,59.6,description
Metabo,344164470,screwdriver-magazine                    ,64.72,Ronix,8590,Cordless screwdriver,,55.0,description
Metabo,344164480,(cutting) knife                         ,0.44,Ronix,5836,Cold Cutting Machine,24.57,57.1,description
Metabo,344164620,Saw blade                               ,1.98,Ronix,5720,Band Saw 200mm,31.32,60.9,description
Metabo,344164710,(cutting) knife cpl.                    ,0.48,Ronix,5836,Cold Cutting Machine,24.57,55.0,description
Metabo,344164750,Spanner 17mm                            ,0.77,Ronix,3115,125mm Angle Grinder,155.32,58.1,description
Metabo,344164760,Spanner 12mm                            ,0.77,Ronix,3115,125mm Angle Grinder,155.32,64.5,description
Metabo,344199120,Saw blade                               ,4.97,Ronix,5720,Band Saw 200mm,31.32,60.9,description
Metabo,344199130,Saw blade                               ,11.98,Ronix,5720,Band Saw 200mm,31.32,60.9,description
Metabo,344199160,Saw blade                               ,15.95,Ronix,5720,Band Saw 200mm,31.32,60.9,description
Metabo,344199170,Saw blade                               ,15.95,Ronix,5720,Band Saw 200mm,31.32,60.9,description
Metabo,344199290,3mm ALLEN WRENCH                        ,0.44,Ronix,3260,"Angle Grinder
230mm",32.72,57.1,description
Metabo,344199570,Screwdriver                             ,0.77,Ronix,8671,"Brushless Cordless
Screwdriver 20V",67.56,100.0,description
Metabo,344204790,Adhesive washer                         ,2.99,Ronix,8930,High-Pressure Washer,60.61,62.9,description
Metabo,344260010,Flat belt                               ,8.97,Ronix,6315,"Belt & Disc Sander
Sander 350W",42.17,61.5,description
Metabo,344260480,Flat belt                               ,11.98,Ronix,6315,"Belt & Disc Sander
Sander 350W",42.17,61.5,description
Metabo,344453970,Metal Case                              ,55.09,Ronix,2290,"Elecrtric Metal
Gearbox Impact Drill
13mm Keyed",16.21,66.7,description
Metabo,344454120,Plastic case  MC10 Metabo saber saw     ,19.96,Ronix,4121,Jig Saw,18.36,60.0,description
Metabo,344454280,Blechkoffer                             ,34.75,Ronix,3590,Bench Polisher,,56.0,description
Metabo,344454330,Metal case                              ,32.33,Ronix,2290,"Elecrtric Metal
Gearbox Impact Drill
13mm Keyed",16.21,66.7,description
Metabo,344454370,Plastic case MC05 ASC 30 / cordless dril,11.98,Ronix,8611C,Cordless Blower,88.79,69.6,description
Metabo,344455250,Plastic case MC10 rotary hammer         ,13.99,Ronix,2711,"Rotary Hammer
32mm",24.3,83.9,description
Metabo,344455370,Metal Latch                             ,1.26,Ronix,2290,"Elecrtric Metal
Gearbox Impact Drill
13mm Keyed",16.21,62.5,description
Metabo,344457070,Metal case                              ,69.73,Ronix,2290,"Elecrtric Metal
Gearbox Impact Drill
13mm Keyed",16.21,66.7,description
Metabo,344485880,Cable with plug                         ,4.46,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,80.0,description
Metabo,344486730,Cable with plug                         ,6.93,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,80.0,description
Metabo,344487800,Cable with plug                         ,5.97,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,80.0,description
Metabo,344488350,Cable with plug                         ,6.93,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,80.0,description
Metabo,344488530,Cable with plug                         ,8.97,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,80.0,description
Metabo,344488700,Cable with plug                         ,3.47,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,80.0,description
Metabo,344489060,Cable with plug                         ,6.93,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,80.0,description
Metabo,344489580,Cable with plug                         ,4.97,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,80.0,description
Metabo,344489600,Cable with plug                         ,3.47,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,80.0,description
Metabo,344490330,Cable with plug                         ,4.97,Ronix,8686,"1.3A UL cable
charger for 16V
products with 110V
Currency",91.52,80.0,description
