sage_ITEMNO,sage_description,sage_pt_cost,vendor,item_number,item_description,vendor_price_usd,match_score,match_step
W5376,ASSORTMENT FUSE MICRO 15PCs                                 ,4.06,Metabo,142110150,Fuse                                    ,2.99,100.0,step3_description
W5377,FUSE ASSORTMENT MINI  (30PC)                                ,13.49,Metabo,142110150,Fuse                                    ,2.99,100.0,step3_description
W5378,FUSE ASSORTMENT STANDARD (30PC)                             ,8.93,Metabo,142110150,Fuse                                    ,2.99,100.0,step3_description
W5390,SET FILE 6PC W/HANDLE                                       ,7.74,Metabo,602244500,BFE 9-20 Band file SET,455.0,65.1,step3_description
W5391,SET FILE MICRO 12PC                                         ,13.64,Metabo,316079110,Micro switch lever 1 cpl.               ,2.51,63.6,step3_description
W5393,"FILE MILL 10""                                               ",3.11,Metabo,629011000,Guide rail FS 160                       ,67.71050000000001,60.0,step3_description
W53991,"CART SERVICE POLY 30 x 16""                                  ",83.96,Metabo,316061100,Service set                             ,94.78,77.8,step3_description
W53998,SAFE LOCKBOX PORTABLE                                       ,18.38,Metabo,315417700,Lock Plate                              ,1.745,58.1,step3_description
W540,ASSOTMENT HEAT SHRINK  (171PC)                              ,8.8,Metabo,341212110,Heat shrink tube                        ,0.48,81.5,step3_description
W54012,"TOOL BOX PLASTIC  (12.5"")                                   ",5.53,Metabo,144121290,Plastic bag                             ,0.44,77.8,step3_description
W54016,"TOOL BOX PLASTIC 16""                                        ",8.46,Metabo,144121290,Plastic bag                             ,0.44,77.8,step3_description
W54017,"TOOL BOX PLASTIC 18""                                        ",8.46,Metabo,144121290,Plastic bag                             ,0.44,77.8,step3_description
W54020,"TOOL BOX STEEL  (20"")                                       ",28.95,Metabo,316059760,Tool set                                ,3.47,66.7,step3_description
W54026,"TOOL STEEL  BOX 26""                                         ",49.19,Metabo,316059760,Tool set                                ,3.47,66.7,step3_description
W54037,ORGANIZER 26 COMPARTMENT                                    ,7.67,Metabo,626896000,metaBOX 63 XS Organizer                 ,12.2915,63.8,step3_description
W54044,"WRENCH FILTER SWIVEL 2-3/8 TO 2-5/8""                        ",3.51,Metabo,343398890,Filter                                  ,1.98,100.0,step3_description
W54045,WRENCH SWIVEL OIL FILTER  2-7/8 TO 3-1/4 IN.                ,3.96,Metabo,343398890,Filter                                  ,1.98,100.0,step3_description
W54046,WRENCH SWIVEL OIL FILTER 2-15/16 TO 3-3/4 IN.               ,3.44,Metabo,343398890,Filter                                  ,1.98,100.0,step3_description
W54047,WRENCH SWIVEL OIL FILTER 3-1/2 TO 3-7/8 IN.                 ,3.96,Metabo,343398890,Filter                                  ,1.98,100.0,step3_description
W54048,WRENCH SWIVEL OIL FILTER 4 TO 4-3/8 IN.                     ,4.27,Metabo,343398890,Filter                                  ,1.98,100.0,step3_description
W54049,WRENCH SWIVEL OIL FILTER 4 -3/4 TO 5-3/4 IN                 ,4.27,Metabo,343398890,Filter                                  ,1.98,100.0,step3_description
W54052,WRENCH FILTER HEAVY DUTY 2-1/4 TO 2-3/4 IN.                 ,3.27,Metabo,343398890,Filter                                  ,1.98,100.0,step3_description
W54053,WRENCH FILTER HEAVY DUTY 2-7/8 TO 3-1/8 IN.                 ,3.27,Metabo,343398890,Filter                                  ,1.98,100.0,step3_description
W54057,PLIERS OIL FILTER TOOL SMALL                                ,7.27,Metabo,343398890,Filter                                  ,1.98,100.0,step3_description
W54058,PLIERS OIL FILTER TOOL LARGE                                ,8.63,Metabo,343398890,Filter                                  ,1.98,100.0,step3_description
W54059,SET WRENCH STRAP 2PC.                                       ,6.17,Metabo,339137630,Strap                                   ,4.97,100.0,step3_description
W54060,WRENCH FILTER CHAIN OIL (2-3/4-4 1/2)                       ,4.49,Metabo,341141350,Chain                                   ,1.26,100.0,step3_description
W54061,"WRENCH CHAIN (Fits 3/8"" to 4-1/4"" O.D)                      ",4.79,Metabo,341141350,Chain                                   ,1.26,100.0,step3_description
W54075,WRENCH FILTER CAP TOYOTA                                    ,2.62,Metabo,341211660,Cap                                     ,22.46,100.0,step3_description
W54076,WRENCH FILTER CANISTER TYPE OIL                             ,5.8,Metabo,343398890,Filter                                  ,1.98,100.0,step3_description
W54077,WRENCH FILTER CAP MAZDA                                     ,6.78,Metabo,341211660,Cap                                     ,22.46,100.0,step3_description
W54078,"WRENCH FILTER CAP (74MM, 14FL)                              ",2.14,Metabo,341211660,Cap                                     ,22.46,100.0,step3_description
W54080,WRENCH FILTER CAP 88MM 15FL                                 ,2.26,Metabo,341211660,Cap                                     ,22.46,100.0,step3_description
W541,ASSORTMENT SHRINK HEAT WEATHERPROOF 106-PC                  ,17.36,Metabo,341212110,Heat shrink tube                        ,0.48,81.5,step3_description
W54118,WRENCH FILTER BULK TOYOTA                                   ,2.18,Metabo,343398890,Filter                                  ,1.98,100.0,step3_description
W54120,WRENCH FILTER CANISTER BULK                                 ,6.47,Metabo,343398890,Filter                                  ,1.98,100.0,step3_description
W54121,WRENCH FILTER BULK 74MM 14 FLUTE                            ,2.16,Metabo,343398890,Filter                                  ,1.98,100.0,step3_description
W54155,SIPHON LIQUID TRANSFER SHAKER                               ,9.42,Metabo,1119615549,THERMO TRANSFER FIL                     ,0.48,62.5,step3_description
W54156,SIPHON HOSE WITH BACK FLOW VALVE                            ,5.18,Metabo,135190580,Hose                                    ,1.745,100.0,step3_description
W54170,PUMP OIL EXTRACTION                                         ,21.27,Metabo,344131190,Oil                                     ,37.625,100.0,step3_description
W54171,PUMP OIL EXTRACTION MANUAL                                  ,27.87,Metabo,344131190,Oil                                     ,37.625,100.0,step3_description
W54172,PUMP FLUID TRANSFER CORDLESS                                ,8.29,Metabo,341167400,cordless control                        ,24.97,66.7,step3_description
W54173,PUMP EXTRACTION AND FILL (200CC)                            ,7.63,Metabo,316051780,Extraction Kit                          ,9.975,83.3,step3_description
W54203,GUN GREASE ECONOMY                                          ,8.8788,Metabo,136011680,Grease                                  ,11.985,100.0,step3_description
W54204,GUN GREASE PRO PISTOL GRIP                                  ,12.35,Metabo,136011680,Grease                                  ,11.985,100.0,step3_description
W54205,GUN GREASE MINI PISTOL GRIP WITH GREASE                     ,8.63,Metabo,136011680,Grease                                  ,11.985,100.0,step3_description
W54209,TOOL CLEANING GREASE FITTINGS                               ,9.36,Metabo,136011680,Grease                                  ,11.985,100.0,step3_description
W5421,"STAMP STEEL LETTER/NUMBER 1/8""                              ",8.65,Metabo,341163090,STEEL BALL                              ,0.765,66.7,step3_description
W54210,"HOSE FLEX 12"" FOR AIR POWERED GREASE GUN                    ",2.83,Metabo,135190580,Hose                                    ,1.745,100.0,step3_description
W54211,"HOSE FLEX PSI 4500 18"" W/COUPLER FOR AIR POWERED GREASE GUN ",3.12,Metabo,135190580,Hose                                    ,1.745,100.0,step3_description
W54212,COUPLER GREASE GUN TOOLS                                    ,1.41,Metabo,136011680,Grease                                  ,11.985,100.0,step3_description
W54213,INJECTOR NEEDLE GREASE                                      ,1.324,Metabo,136011680,Grease                                  ,11.985,100.0,step3_description
W54218,ASSORTMENT GREASE FITTING METRIC (8PC)                      ,1.37,Metabo,136011680,Grease                                  ,11.985,100.0,step3_description
W5422,"STAMP STEEL LETTER/NUMBER 1/4""                              ",11.43,Metabo,341163090,STEEL BALL                              ,0.765,66.7,step3_description
W54221,"HOSE FLEX GREASE GUN 12"" 3000 PSI                           ",1.75,Metabo,135190580,Hose                                    ,1.745,100.0,step3_description
W54222,"HOSE FLEX GREASE GUN 18"" 3000 PSI                           ",2.71,Metabo,135190580,Hose                                    ,1.745,100.0,step3_description
W54223,"HOSE FLEX WITH SPRING GREASE GUN 12"" 3500 PSI               ",1.84,Metabo,135190580,Hose                                    ,1.745,100.0,step3_description
W54224,COUPLER HEAVY DUTY TOOLS                                    ,1.852,Metabo,141164170,quick coupler                           ,1.98,70.0,step3_description
W54225,COUPLER SWIVEL 90 DEGREE TOOLS                              ,3.65,Metabo,315414960,Swivel arm                              ,80.135,75.0,step3_description
W54226,COUPLER SWIVEL 360 DEGREE TOOLS                             ,4.85,Metabo,315414960,Swivel arm                              ,80.135,75.0,step3_description
W54227,COUPLER RIGHT ANGLE TOOLS                                   ,2.02,Metabo,315410320,Angle                                   ,4.465,100.0,step3_description
W54229,FITTING GREASE ALL-IN-ONE 1/8 NTP TOOL                      ,3.79,Metabo,136011680,Grease                                  ,11.985,100.0,step3_description
W54231,FITTING GREASE ALL-IN-ONE 1/4-28 NTP TOOL                   ,3.79,Metabo,136011680,Grease                                  ,11.985,100.0,step3_description
W54232,DISPENSER LEVER ACTION                                      ,23.68,Metabo,339133920,Lever                                   ,0.44,100.0,step3_description
W54234,COUPLER GREASE GUN NARROW BODY TOOLS                        ,1.56,Metabo,136011680,Grease                                  ,11.985,100.0,step3_description
W54240,"FITTING GREASE 1/4"" X 28 SHORT STRAIGHT THREAD PK-10        ",2.16,Metabo,136011680,Grease                                  ,11.985,100.0,step3_description
W54241,"FITTING GREASE 1/8"" X 27 LONG STRAIGHT THREAD PK-10         ",2.21,Metabo,136011680,Grease                                  ,11.985,100.0,step3_description
W54242,"FITTING GREASE 1/8"" X 27 45 DEGREE SHORT THREAD PK-10       ",2.28,Metabo,136011680,Grease                                  ,11.985,100.0,step3_description
W54243,"FITTING GREASE 1/8"" X 27 90 DEGREE LONG THREAD PK-10        ",2.979,Metabo,136011680,Grease                                  ,11.985,100.0,step3_description
W54244,"FITTING GREASE 1/4"" X 28 90 DEGREE SHORT THREAD PK-10       ",2.96,Metabo,136011680,Grease                                  ,11.985,100.0,step3_description
W54245,"FITTING GREASE 1/4"" X 28 45 DEGREE SHORT THREAD PK-10       ",2.9,Metabo,136011680,Grease                                  ,11.985,100.0,step3_description
W54246,FITTING GREASE 6MM X 1 STRAIGHT THREAD PK-10                ,2.82,Metabo,136011680,Grease                                  ,11.985,100.0,step3_description
W54247,FITTING GREASE 6MM X 1 45 DEGREE THREAD PK-10               ,2.95,Metabo,136011680,Grease                                  ,11.985,100.0,step3_description
W54248,FITTING GREASE 6MM X 1 90 DEGREE THREAD PK-10               ,2.91,Metabo,136011680,Grease                                  ,11.985,100.0,step3_description
W54249,"FITTING GREASE 1/4"" X 28 45 DEGREE & 90 DEGREE PK-10        ",2.91,Metabo,136011680,Grease                                  ,11.985,100.0,step3_description
W54251,ASSORTMENT GREASE FITTING (100PC)                           ,11.82,Metabo,136011680,Grease                                  ,11.985,100.0,step3_description
W54252,"HOSE FLEX 12"" 8000PSI                                       ",4.38,Metabo,135190580,Hose                                    ,1.745,100.0,step3_description
W54253,FITTINGS GREASE SHORT 1/4-28 (100PK)                        ,14.8,Metabo,136011680,Grease                                  ,11.985,100.0,step3_description
W54258,"FITTING GREASE 1/4"" NPT STRAIGHT THREAD PK-10               ",3.3,Metabo,136011680,Grease                                  ,11.985,100.0,step3_description
W54259,FITTING GREASE 8MM X 1 SHORT STRAIGHT THREAD PK-10          ,2.822,Metabo,136011680,Grease                                  ,11.985,100.0,step3_description
W54260,FITTING GREASE 8MM X 1 45 DEGREE SHORT THREAD PK-10         ,2.87,Metabo,136011680,Grease                                  ,11.985,100.0,step3_description
W54261,FITTING GREASE 10MM X 1 SHORT STRAIGHT THREAD PK-10         ,2.783,Metabo,136011680,Grease                                  ,11.985,100.0,step3_description
W54263,OILER EPOXY FINISHED 1PT                                    ,5.04,Metabo,143190180,Oiler                                   ,0.44,100.0,step3_description
W54264,OILER PISTOL w/RIGID HOSE 6oz                               ,3.02,Metabo,135190580,Hose                                    ,1.745,100.0,step3_description
W54265,OILER PISTOL w/FLEX HOSE 6oz                                ,3.71,Metabo,135190580,Hose                                    ,1.745,100.0,step3_description
W54267,PUMP BARREL PROFFESSIONAL                                   ,30.53,Metabo,341165290,PUMP HEAD                               ,6.935,61.5,step3_description
W54268,PUMP BARREL BLUE GENERAL PURPOSE LEVER ACTION               ,23.21,Metabo,339133920,Lever                                   ,0.44,100.0,step3_description
W54269,PUMP BARREL YELLOW STANDARD DUTY LEVER ACTION               ,23.21,Metabo,339133920,Lever                                   ,0.44,100.0,step3_description
W54270,PUMP BARREL ROTARY                                          ,33.41,Metabo,343445760,Rotary switch                           ,1.26,63.2,step3_description
W54272,FUNNEL 8 QUART STEEL GALVANIZED                             ,24.09,Metabo,341163090,STEEL BALL                              ,0.765,66.7,step3_description
W54274,BATTERY FILLER (2QT)                                        ,6.1,Metabo,343442570,battery cover                           ,4.005,70.0,step3_description
W54274C,FILLER BATTERY 2 QUART CAPACITY                             ,6.1,Metabo,343255310,capacity                                ,0.44,100.0,step3_description
W54275,FUNNEL 48oz PLASTIC                                         ,1.78,Metabo,144121290,Plastic bag                             ,0.44,77.8,step3_description
W54276,FUNNEL 2 QUART PLASTIC                                      ,2.15,Metabo,144121290,Plastic bag                             ,0.44,77.8,step3_description
W54282,PAN OIL DRAIN W/FUNNEL & LIFT (5 GAL)                       ,51.27,Metabo,339122590,Pan                                     ,2.99,100.0,step3_description
W54283,DRAIN LIFT ROLLING BASE                                     ,11.36,Metabo,315419350,Base                                    ,44.695,100.0,step3_description
W54285,PUMP BARREL ROTARY  PLASTIC                                 ,62.5,Metabo,144121290,Plastic bag                             ,0.44,77.8,step3_description
W54286,PUMP PAIL WITH FLEX HOSE (5 GALLON)                         ,15.0,Metabo,135190580,Hose                                    ,1.745,100.0,step3_description
W54287,SET SOCKET DRAIN PLUG (15PC)                                ,21.75,Metabo,143190830,Plug                                    ,6.935,100.0,step3_description
W54291,GUN GREASE ALUMINUM  HEAVY DUTY PISTOL GRIP                 ,19.43,Metabo,136011680,Grease                                  ,11.985,100.0,step3_description
W54312,PLIERS SELF -ADJUSTING OIL FILTERS                          ,10.81,Metabo,344131190,Oil                                     ,37.625,100.0,step3_description
W54314,"PLIERS LOCK 11"" OIL FILTER                                  ",10.53,Metabo,343398890,Filter                                  ,1.98,100.0,step3_description
W59529,"SET 3/4"" DR 12PT SAE/METRIC SOCKET                          ",397.28,Metabo,344490390,SOCKET                                  ,24.97,100.0,step3_description
W59548,"SET 3/4"" & 1"" DR IMPACT SOCKET                              ",565.51,Metabo,344490390,SOCKET                                  ,24.97,100.0,step3_description
W59557,SET 3/4 DR RATCHET HANDLE (WITH ACCESSORIES)                ,242.09,Metabo,314000550,Handle                                  ,1.98,100.0,step3_description
W59562,SET WRENCH JUMBO                                            ,258.1,Metabo,628831000,"Socket Wrench Set 1/2"" impact-proof     ",50.934000000000005,76.9,step3_description
W5994,BOX AMMO PLASTIC                                            ,5.94,Metabo,144121290,Plastic bag                             ,0.44,77.8,step3_description
W6,WRENCH MET BREAKDOWN LUG                                    ,12.51,Metabo,301100990,hook wrench                             ,5.975,70.6,step3_description
W7006,TARP HEAVY DUTY SILVER 10' X 12'                            ,11.69,Metabo,135061210,silver foil                             ,174.91,70.6,step3_description
W700C,CUTTER TUBING MINI                                          ,3.135,Metabo,316015300,Cutter block                            ,37.625,66.7,step3_description
W701C,TOOL FLARING SINGLE                                         ,8.05,Metabo,341058920,Tool driving sleeve                     ,11.985,68.4,step3_description
W703,TUBING BENDER LARGE                                         ,5.17,Metabo,338060700,"Rating plate,Die Grinder                ",0.44,60.5,step3_description
W704C,TUBING BENDER                                               ,2.17,Metabo,316062720,pivoting header                         ,94.78,64.3,step3_description
W709,SET WRENCH RATCHETING 5PCs SAE                              ,14.63,Metabo,301100990,hook wrench                             ,5.975,70.6,step3_description
W721,SET SAW BLADE RECIPROCATING                                 ,13.83,Metabo,341144790,Blade                                   ,2.99,100.0,step3_description
W731,HACKSAW STANDARD                                            ,4.34,Metabo,626452000,"Backing pad 115 mm M14, standard        ",4.218500000000001,66.7,step3_description
W732,HACKSAW HEAVY DUTY FOR PROFESSIONAL                         ,6.98,Metabo,344163890,Stichsaegeblatt PROFESSIONAL            ,4.97,60.3,step3_description
W739,"BLADE HACKSAW REPLACEMENT YELLOW & BLACK 12"" 24T 18T 4PC    ",1.07,Metabo,341144790,Blade                                   ,2.99,100.0,step3_description
W740C,"BLADE HACKSAW REPLACEMENT 10""  4PCS                         ",1.27,Metabo,341144790,Blade                                   ,2.99,100.0,step3_description
W741C,"BLADE HACKSAW REPLACEMENT 12"" 24T 18T 4PC                   ",1.05,Metabo,341144790,Blade                                   ,2.99,100.0,step3_description
W750,SET CHISEL & PUNCH 7PC                                      ,6.64,Metabo,343392820,Hole punch                              ,0.48,66.7,step3_description
W751,CHISEL & PUNCH SET 12PC                                     ,21.37,Metabo,343392820,Hole punch                              ,0.48,66.7,step3_description
W754,CHISEL AND PUNCH SET (28PC)                                 ,33.92,Metabo,343392820,Hole punch                              ,0.48,66.7,step3_description
W7540,CHISEL AND PUNCH SET (16PC)                                 ,15.36,Metabo,343392820,Hole punch                              ,0.48,66.7,step3_description
W7552,SCRIBER CARBIDE TIP                                         ,3.11,Metabo,316044370,Guide strip set                         ,42.39,58.8,step3_description
W7559,SET ROLL PIN PUNCH (9pc)                                    ,11.23,Metabo,141164220,Pin                                     ,0.44,100.0,step3_description
W75933,"SET WRENCH ""L"" STAR POINT  9 PC                             ",5.0,Metabo,344147650,Point                                   ,17.99,100.0,step3_description
W7721,GUN GREASE (20V) CORDLESS HIGH VOLUME                       ,153.105,Metabo,136011680,Grease                                  ,11.985,100.0,step3_description
W80007,SET SCREWDRIVER 7-PC                                        ,7.38,Metabo,316064340,Screwdriver set                         ,11.985,100.0,step3_description
W80015,SET SCREWDRIVER PRO. 15-PC                                  ,13.28,Metabo,316064340,Screwdriver set                         ,11.985,100.0,step3_description
W80110,PAD SPREADER BRAKE RATCHING                                 ,35.18,Metabo,339137730,brake pad                               ,1.745,100.0,step3_description
W80112,PAD SPREADER TYPE X                                         ,10.46,Metabo,339139280,Retainer plate type 2                   ,1.015,65.0,step3_description
W80150,CALIPER PLASTIC TOOLS 6''                                   ,1.32,Metabo,144121290,Plastic bag                             ,0.44,77.8,step3_description
W80151,CALIPER DIAL STAINLESS STEEL                                ,28.61,Metabo,903064838,Angle Connection Stainless Steel        ,24.33,70.0,step3_description
W80152,CALIPER DIGITAL STAINLESS STEEL TOOLS                       ,18.62,Metabo,341163090,STEEL BALL                              ,0.765,66.7,step3_description
W80155,"CALIPER DIGITAL COMPOSITE 6""                                ",8.916667,Metabo,344533890,Cable with guide compl                  ,2.51,56.0,step3_description
W80277,SET HEX KEY T-HANDLE (10PC)                                 ,9.65,Metabo,339100050,key                                     ,0.44,100.0,step3_description
W80288,SET WRENCH HEX KEY (30PC)                                   ,7.87,Metabo,339100050,key                                     ,0.44,100.0,step3_description
W80524,GAUGE FEELER GO NO GO 22 BLADES                             ,6.61,Metabo,339148880,GAUGE                                   ,1.98,100.0,step3_description
W80526,GAUGE FEELER NON MAGNETIC (6 BLADES)                        ,2.03,Metabo,339148880,GAUGE                                   ,1.98,100.0,step3_description
W80528,GAUGE FEELER 26 BLADE STANDARD                              ,3.32,Metabo,339148880,GAUGE                                   ,1.98,100.0,step3_description
W80533,"SOCKET SPARK PLUG 3/8"" DR. 5/8""                             ",5.8,Metabo,143190830,Plug                                    ,6.935,100.0,step3_description
W80534,TOOL REMOVAL & SPARK PLUG INSTALL                           ,6.42,Metabo,143190830,Plug                                    ,6.935,100.0,step3_description
W80539,PLUG SPARK HOLE CHASER (14/18MM)                            ,3.57,Metabo,143190830,Plug                                    ,6.935,100.0,step3_description
W80541,"GAUGE FEELER BLADE SET LONG 12""                             ",14.5,Metabo,339148880,GAUGE                                   ,1.98,100.0,step3_description
W80549,AXLE FWD NUT SKT CHR-MOLY 35MM                              ,6.7,Metabo,341055880,Axle                                    ,0.765,100.0,step3_description
W80556,STRUT COIL SPRING COMPRESSER                                ,34.05,Metabo,339136030,Spring                                  ,1.495,100.0,step3_description
W80559,STRUT SPRING COMPRESSER                                     ,28.04,Metabo,339136030,Spring                                  ,1.495,100.0,step3_description
W80560,"HONE PISTON CYLINDER  (2""-7"")                               ",21.04,Metabo,315419600,Piston                                  ,44.695,100.0,step3_description
W80562,EXTRACTOR TAPERED SET (5PC)                                 ,2.92,Metabo,344113310,Rubber Extractor                        ,1.015,72.0,step3_description
W80564,SET SOCKET 5 LOBE (10PC)                                    ,11.8,Metabo,344490390,SOCKET                                  ,24.97,100.0,step3_description
W80567,VALVE SPRING TOOL                                           ,16.57,Metabo,339136030,Spring                                  ,1.495,100.0,step3_description
W80570,LAPPER VALVE SMALL 5/8 & 13/16 IN. TOOLS                    ,2.763333,Metabo,344113950,Valve                                   ,2.51,100.0,step3_description
W80571,LAPPER VALVE LARGE 1 1/8 &1 3/8 IN. TOOLS                   ,2.91,Metabo,344113950,Valve                                   ,2.51,100.0,step3_description
W80572,COMPRESSOR RING PISTON 2 1/8 TO 5 IN./53 TO 127MM TOOLS     ,9.86,Metabo,141155810,Ring                                    ,0.44,100.0,step3_description
W80573,COMPRESSOR RING PISTON 3 1/2 TO 7 IN./88 TO 177MM TOOLS     ,10.27,Metabo,141155810,Ring                                    ,0.44,100.0,step3_description
W80574,"COMPRESSOR RING PISTON 3"" TO 5"" TOOLS                       ",8.26,Metabo,141155810,Ring                                    ,0.44,100.0,step3_description
W80575,INSTALLER RING PISTON TOOLS                                 ,4.92,Metabo,141155810,Ring                                    ,0.44,100.0,step3_description
W80576,PISTON RING GROOVE CLEANER                                  ,12.4,Metabo,141155810,Ring                                    ,0.44,100.0,step3_description
W80577,SET ADAPTER COMPRESSION TESTER (SPARK PLUG)                 ,8.78,Metabo,630317000,Adapter                                 ,8.034,100.0,step3_description
W80579,TESTER COMPRESSION DRIVE FLEX                               ,12.74,Metabo,342050840,Compression Spring                      ,0.44,75.9,step3_description
W80583,COVER FENDER                                                ,6.73,Metabo,315014020,Cover                                   ,32.33,100.0,step3_description
W80584,KIT TESTER DELUXE COMPRESSION                               ,24.18,Metabo,342050840,Compression Spring                      ,0.44,75.9,step3_description
W80587,TOOL TIMING DIGITAL ADVANCE                                 ,44.66,Metabo,316059760,Tool set                                ,3.47,66.7,step3_description
W80592,SOCKET VALVE FORD IPR                                       ,8.26,Metabo,344113950,Valve                                   ,2.51,100.0,step3_description
W80594,TESTER VACUUM & FUEL PUMP                                   ,11.92,Metabo,344096320,Vacuum hose                             ,0.765,70.6,step3_description
W80595,FUEL INJECTION PRESSURE TESTER                              ,17.1,Metabo,341055110,Pressure pin                            ,0.44,80.0,step3_description
W80616,"WRENCH BLD BRK OFFSET  1/4 "" 3/8 ""                          ",4.53,Metabo,301100990,hook wrench                             ,5.975,70.6,step3_description
W80617,"WRENCH BLD BRK OFFSET  5/16 "" 3/8 ""                         ",4.02,Metabo,301100990,hook wrench                             ,5.975,70.6,step3_description
W80619,WRENCH BLD BRK OFFSET  7 X 9 mm                             ,4.02,Metabo,301100990,hook wrench                             ,5.975,70.6,step3_description
W80620,WRENCH BLD BRK OFFSET  8 X 10 mm                            ,4.53,Metabo,301100990,hook wrench                             ,5.975,70.6,step3_description
W80621,"TOOL BRAKE PISTON DR DISC 3/8""                              ",3.71,Metabo,315419600,Piston                                  ,44.695,100.0,step3_description
W80624,HANGER SET CALIPER BRAKE                                    ,3.34,Metabo,339137730,brake pad                               ,1.745,71.4,step3_description
W80625,KIT BRAKE BLEEDER                                           ,3.32,Metabo,339137730,brake pad                               ,1.745,71.4,step3_description
W80626,KIT BRAKE BLEEDER                                           ,4.13,Metabo,339137730,brake pad                               ,1.745,71.4,step3_description
W80629,HONE ROTOR  BRAKE 2-1/2                                     ,20.94,Metabo,310014360,Rotor                                   ,17.99,100.0,step3_description
W80630,SPOON BRAKE UNIVERSAL OFFSET TOOL                           ,2.88,Metabo,630244000,Universal brush                         ,9.2755,75.0,step3_description
W80631,"HONE  BRAKE 3 STONE 2732-2""                                 ",8.4,Metabo,339137730,brake pad                               ,1.745,71.4,step3_description
W80633,HONE  BRAKE 2 STONE  11/16-2-1/2                            ,6.22,Metabo,339137730,brake pad                               ,1.745,71.4,step3_description
W80635,EXTRACTOR BOLT SET (5PC)                                    ,4.37,Metabo,141163190,Bolt                                    ,0.44,100.0,step3_description
W80645,TOOL DOOR UPHOLSTERY                                        ,2.57,Metabo,630245000,Upholstery brush                        ,7.2475,76.9,step3_description
W80648,SET TRIM REMOVAL TOOL                                       ,6.34,Metabo,316059760,Tool set                                ,3.47,100.0,step3_description
W80652,PIVOT PIN STEERING REMOVER                                  ,3.63,Metabo,141164220,Pin                                     ,0.44,100.0,step3_description
W80653,PULLER PULLEY POWER STEERING/ALTERNATOR                     ,11.62,Metabo,315419560,Big Pulley                              ,4.465,75.0,step3_description
W80656,PLIERS HOSE CLAMP FLEXIBLE                                  ,21.43,Metabo,627107000,Clamp                                   ,19.33,100.0,step3_description
W80670,TOOL DOUBLE FLARE                                           ,14.56,Metabo,316059760,Tool set                                ,3.47,66.7,step3_description
W80671,TOOL FLARING DEGREE 37                                      ,14.52,Metabo,316059760,Tool set                                ,3.47,66.7,step3_description
W80672,SET TOOL FLARING (BUBBLE ) ISO                              ,15.72,Metabo,316059760,Tool set                                ,3.47,100.0,step3_description
W80674,TUBING BENDER PROFESSIONAL                                  ,10.46,Metabo,635407000,Handle adapter Quick Professionel       ,20.436,64.4,step3_description
W80675,TUBING BENDER PRECISION                                     ,11.78,Metabo,316062720,pivoting header                         ,94.78,63.2,step3_description
W80679,DIE REPLACEMENT FOR W80670                                  ,3.13,Metabo,915030696,REPLACEMENT BLAD TH                     ,19.965,73.3,step3_description
W80684,SOCKET OIL/FUEL FILTER 27MM                                 ,4.34,Metabo,343398890,Filter                                  ,1.98,100.0,step3_description
W80749,DOUBLE ENDED PICK & HOOK (4PC)                              ,3.05,Metabo,316052120,Hook                                    ,1.26,100.0,step3_description
W80750,PICK SPECIALTY SET (2PC)                                    ,2.34,Metabo,316061430,Scale set compl.                        ,0.44,55.0,step3_description
W81010,SOCKET STAR EXTERNAL E10                                    ,2.61,Metabo,344490390,SOCKET                                  ,24.97,100.0,step3_description
W82004,TOOL BRAKE SPRING                                           ,2.75,Metabo,339136030,Spring                                  ,1.495,100.0,step3_description
W82006,CUTTER MINI HOSE & VACUUM LINE                              ,3.67,Metabo,135190580,Hose                                    ,1.745,100.0,step3_description
W83011,TOOL BOOT CLAMP BAND CV JOINT                               ,9.06,Metabo,627107000,Clamp                                   ,19.33,100.0,step3_description
W83013,PLIERS CV JOINT BOOT CLAMP                                  ,6.31,Metabo,627107000,Clamp                                   ,19.33,100.0,step3_description
W83025,PULLER TIE ROD END                                          ,8.14,Metabo,341514760,Rod                                     ,0.44,100.0,step3_description
W83026,TOOL GM TORSION BAR UNLOADING                               ,31.545,Metabo,316059760,Tool set                                ,3.47,66.7,step3_description
W83027,TOOLTIE ROD INNER                                           ,7.35,Metabo,341514760,Rod                                     ,0.44,100.0,step3_description
W83030,"SOCKET BUDD WHEEL 1 IN. DR 1-1/2""                           ",20.66,Metabo,343377610,Wheel                                   ,3.47,100.0,step3_description
W83033,"SOCKET BUDD WHEEL 1"" DR. 33MM                               ",14.945,Metabo,343377610,Wheel                                   ,3.47,100.0,step3_description
W83035,"SOCKET BUDD WHEEL 1"" DR. 35MM                               ",18.93,Metabo,343377610,Wheel                                   ,3.47,100.0,step3_description
W83038,"SOCKET BUDD WHEEL 1"" DR. 38MM                               ",22.17,Metabo,343377610,Wheel                                   ,3.47,100.0,step3_description
W83041,"SOCKET BUDD WHEEL 1"" DR. 41MM                               ",23.196667,Metabo,343377610,Wheel                                   ,3.47,100.0,step3_description
W83114,"SCISSORS FUEL LINE DISCONNECT 5/16"" & 3/8"" PT               ",0.0,Metabo,343461110,Line clip                               ,0.44,61.5,step3_description
W83115,PLIERS FUEL LINE CLIP REMOVAL                               ,8.81,Metabo,343461110,Line clip                               ,0.44,100.0,step3_description
W83148,A/C & FUEL LINE QUICK (6PC)                                 ,1.28,Metabo,316027620,QUICK NUT                               ,11.985,71.4,step3_description
